airport code,time zone
RRK,India Standard Time
RRL,Central Standard Time
RRM,South Africa Standard Time
RRR,Hawaiian Standard Time
RRS,W. Europe Standard Time
RRT,Central Standard Time
RRV,AUS Central Standard Time
RSA,Argentina Standard Time
RSB,E. Australia Standard Time
RSD,Eastern Standard Time
RSE,AUS Eastern Standard Time
RSH,Alaskan Standard Time
RSJ,Pacific Standard Time
RSK,Tokyo Standard Time
RSL,Central Standard Time
RSN,Central Standard Time
RSS,Sudan Standard Time
RST,Central Standard Time
RSU,Korea Standard Time
RSW,Eastern Standard Time
RSX,Eastern Standard Time
RTA,Fiji Standard Time
RTB,Central America Standard Time
RTC,India Standard Time
RTE,E. South America Standard Time
RTG,Singapore Standard Time
RTI,Singapore Standard Time
RTL,Central Standard Time
RTM,W. Europe Standard Time
RTN,Mountain Standard Time
RTP,E. Australia Standard Time
RTS,W. Australia Standard Time
RTY,Cen. Australia Standard Time
RUA,E. Africa Standard Time
RUD,Iran Standard Time
RUE,South Africa Standard Time
RUF,Tokyo Standard Time
RUG,China Standard Time
RUH,Arab Standard Time
RUI,Mountain Standard Time
RUK,Nepal Standard Time
RUL,West Asia Standard Time
RUM,Nepal Standard Time
RUN,Mauritius Standard Time
RUP,India Standard Time
RUR,Hawaiian Standard Time
RUS,Central Pacific Standard Time
RUT,Eastern Standard Time
RUU,West Pacific Standard Time
RUV,Central America Standard Time
RUY,Central America Standard Time
RVA,E. Africa Standard Time
RVC,Greenwich Standard Time
RVD,E. South America Standard Time
RVE,SA Pacific Standard Time
RVK,W. Europe Standard Time
RVN,FLE Standard Time
RVO,South Africa Standard Time
RVR,Mountain Standard Time
RVS,Central Standard Time
RVT,W. Australia Standard Time
RVV,Hawaiian Standard Time
RVY,Montevideo Standard Time
RWF,Central Standard Time
RWI,Eastern Standard Time
RWL,Mountain Standard Time
RWN,FLE Standard Time
RXE,Mountain Standard Time
RXS,Singapore Standard Time
RYB,Russian Standard Time
RYG,W. Europe Standard Time
RYK,Pakistan Standard Time
RYL,South Africa Standard Time
RYN,Romance Standard Time
RYO,Argentina Standard Time
RZA,Argentina Standard Time
RZE,Central European Standard Time
RZH,Vladivostok Standard Time
RZN,Russian Standard Time
RZP,Singapore Standard Time
RZR,Iran Standard Time
RZS,Pakistan Standard Time
RZV,Turkey Standard Time
SAA,Mountain Standard Time
SAB,SA Western Standard Time
SAC,Pacific Standard Time
SAD,US Mountain Standard Time
SAE,Singapore Standard Time
SAF,Mountain Standard Time
SAG,India Standard Time
SAH,Arab Standard Time
SAK,Greenwich Standard Time
SAL,Central America Standard Time
SAM,West Pacific Standard Time
SAN,Pacific Standard Time
SAP,Central America Standard Time
SAQ,Eastern Standard Time
SAR,Central Standard Time
SAS,Pacific Standard Time
SAT,Central Standard Time
SAU,Singapore Standard Time
SAV,Eastern Standard Time
SAW,Turkey Standard Time
SAX,SA Pacific Standard Time
SAY,W. Europe Standard Time
SAZ,Greenwich Standard Time
SBA,Pacific Standard Time
SBB,Venezuela Standard Time
SBC,West Pacific Standard Time
SBD,Pacific Standard Time
SBE,West Pacific Standard Time
SBF,Afghanistan Standard Time
SBG,SE Asia Standard Time
SBH,SA Western Standard Time
SBI,Greenwich Standard Time
SBJ,E. South America Standard Time
SBK,Romance Standard Time
SBL,SA Western Standard Time
SBM,Central Standard Time
SBN,US Eastern Standard Time
SBO,Mountain Standard Time
SBP,Pacific Standard Time
SBQ,Pakistan Standard Time
SBR,E. Australia Standard Time
SBS,Mountain Standard Time
SBT,Ekaterinburg Standard Time
SBU,South Africa Standard Time
SBV,Bougainville Standard Time
SBW,Singapore Standard Time
SBX,Mountain Standard Time
SBY,Eastern Standard Time
SBZ,GTB Standard Time
SCB,Central Standard Time
SCC,Alaskan Standard Time
SCD,Central America Standard Time
SCE,Eastern Standard Time
SCF,US Mountain Standard Time
SCG,E. Australia Standard Time
SCH,Eastern Standard Time
SCI,Venezuela Standard Time
SCK,Pacific Standard Time
SCL,Pacific SA Standard Time
SCM,Alaskan Standard Time
SCN,W. Europe Standard Time
SCO,West Asia Standard Time
SCP,Romance Standard Time
SCQ,Romance Standard Time
SCR,W. Europe Standard Time
SCS,GMT Standard Time
SCT,Arab Standard Time
SCU,Cuba Standard Time
SCV,GTB Standard Time
SCW,Russian Standard Time
SCX,Central Standard Time (Mexico)
SCY,Central America Standard Time
SCZ,Central Pacific Standard Time
SDB,South Africa Standard Time
SDC,SA Western Standard Time
SDD,W. Central Africa Standard Time
SDE,Argentina Standard Time
SDF,Eastern Standard Time
SDG,Iran Standard Time
SDI,West Pacific Standard Time
SDJ,Tokyo Standard Time
SDK,Singapore Standard Time
SDL,W. Europe Standard Time
SDM,Pacific Standard Time
SDN,W. Europe Standard Time
SDP,Alaskan Standard Time
SDQ,SA Western Standard Time
SDR,Romance Standard Time
SDS,Tokyo Standard Time
SDT,Pakistan Standard Time
SDU,E. South America Standard Time
SDX,US Mountain Standard Time
SDY,Mountain Standard Time
SEA,Pacific Standard Time
SEB,Libya Standard Time
SEE,Pacific Standard Time
SEF,Eastern Standard Time
SEG,Eastern Standard Time
SEH,Tokyo Standard Time
SEK,Russia Time Zone 10
SEM,Central Standard Time
SEN,GMT Standard Time
SEO,Greenwich Standard Time
SEP,Central Standard Time
SEQ,SE Asia Standard Time
SER,US Eastern Standard Time
SEU,E. Africa Standard Time
SEV,FLE Standard Time
SEW,Egypt Standard Time
SEY,Greenwich Standard Time
SEZ,Mauritius Standard Time
SFA,W. Central Africa Standard Time
SFB,Eastern Standard Time
SFC,SA Western Standard Time
SFD,Venezuela Standard Time
SFE,Singapore Standard Time
SFF,Pacific Standard Time
SFG,SA Western Standard Time
SFH,Pacific Standard Time (Mexico)
SFJ,Greenland Standard Time
SFK,SA Eastern Standard Time
SFL,Cape Verde Standard Time
SFM,Eastern Standard Time
SFN,Argentina Standard Time
SFO,Pacific Standard Time
SFQ,Turkey Standard Time
SFS,Singapore Standard Time
SFT,W. Europe Standard Time
SFU,West Pacific Standard Time
SFX,Venezuela Standard Time
SFZ,Eastern Standard Time
SGA,West Asia Standard Time
SGC,Ekaterinburg Standard Time
SGD,Romance Standard Time
SGE,W. Europe Standard Time
SGF,Central Standard Time
SGH,Eastern Standard Time
SGI,Pakistan Standard Time
SGK,West Pacific Standard Time
SGL,Singapore Standard Time
SGM,Mountain Standard Time (Mexico)
SGN,SE Asia Standard Time
SGO,E. Australia Standard Time
SGP,W. Australia Standard Time
SGQ,Singapore Standard Time
SGR,Central Standard Time
SGT,Central Standard Time
SGU,Mountain Standard Time
SGV,Argentina Standard Time
SGW,Alaskan Standard Time
SGX,E. Africa Standard Time
SGY,Alaskan Standard Time
SGZ,SE Asia Standard Time
SHA,China Standard Time
SHB,Tokyo Standard Time
SHC,E. Africa Standard Time
SHD,Eastern Standard Time
SHE,China Standard Time
SHF,China Standard Time
SHG,Alaskan Standard Time
SHH,Alaskan Standard Time
SHI,Tokyo Standard Time
SHJ,Arabian Standard Time
SHK,South Africa Standard Time
SHL,India Standard Time
SHM,Tokyo Standard Time
SHN,Pacific Standard Time
SHO,South Africa Standard Time
SHQ,E. Australia Standard Time
SHR,Mountain Standard Time
SHS,China Standard Time
SHT,AUS Eastern Standard Time
SHU,AUS Central Standard Time
SHV,Central Standard Time
SHW,Arab Standard Time
SHX,Alaskan Standard Time
SHY,E. Africa Standard Time
SHZ,South Africa Standard Time
SIA,China Standard Time
SIB,W. Central Africa Standard Time
SIC,SA Pacific Standard Time
SID,Cape Verde Standard Time
SIF,Nepal Standard Time
SIG,SA Western Standard Time
SIH,Nepal Standard Time
SIJ,Greenwich Standard Time
SIK,Central Standard Time
SIL,West Pacific Standard Time
SIM,West Pacific Standard Time
SIN,Singapore Standard Time
SIO,Tasmania Standard Time
SIP,Russian Standard Time
SIQ,SE Asia Standard Time
SIR,W. Europe Standard Time
SIS,South Africa Standard Time
SIT,Alaskan Standard Time
SIU,Central America Standard Time
SIV,US Eastern Standard Time
SIW,SE Asia Standard Time
SIX,AUS Eastern Standard Time
SIZ,West Pacific Standard Time
SJA,SA Pacific Standard Time
SJB,SA Western Standard Time
SJC,Pacific Standard Time
SJD,Mountain Standard Time (Mexico)
SJE,SA Pacific Standard Time
SJF,SA Western Standard Time
SJH,SA Pacific Standard Time
SJI,Singapore Standard Time
SJJ,Central European Standard Time
SJK,E. South America Standard Time
SJL,SA Western Standard Time
SJN,US Mountain Standard Time
SJO,Central America Standard Time
SJP,E. South America Standard Time
SJQ,South Africa Standard Time
SJR,SA Pacific Standard Time
SJS,SA Western Standard Time
SJT,Central Standard Time
SJU,SA Western Standard Time
SJV,SA Western Standard Time
SJW,China Standard Time
SJX,Central America Standard Time
SJY,FLE Standard Time
SJZ,Azores Standard Time
SKA,Pacific Standard Time
SKB,SA Western Standard Time
SKC,West Pacific Standard Time
SKD,West Asia Standard Time
SKE,W. Europe Standard Time
SKF,Central Standard Time
SKG,GTB Standard Time
SKH,Nepal Standard Time
SKK,Alaskan Standard Time
SKM,SA Western Standard Time
SKN,W. Europe Standard Time
SKO,W. Central Africa Standard Time
SKP,Central European Standard Time
SKQ,South Africa Standard Time
SKR,E. Africa Standard Time
SKS,Romance Standard Time
SKT,Pakistan Standard Time
SKU,GTB Standard Time
SKV,Egypt Standard Time
SKW,Alaskan Standard Time
SKX,Russian Standard Time
SKZ,Pakistan Standard Time
SLA,Argentina Standard Time
SLB,Central Standard Time
SLC,Mountain Standard Time
SLD,Central Europe Standard Time
SLE,Pacific Standard Time
SLF,Arab Standard Time
SLG,Central Standard Time
SLH,Central Pacific Standard Time
SLI,South Africa Standard Time
SLJ,W. Australia Standard Time
SLK,Eastern Standard Time
SLL,Arabian Standard Time
SLM,Romance Standard Time
SLN,Central Standard Time
SLO,Central Standard Time
SLP,Central Standard Time (Mexico)
SLQ,Alaskan Standard Time
SLR,Central Standard Time
SLT,Mountain Standard Time
SLU,SA Western Standard Time
SLV,India Standard Time
SLW,Central Standard Time (Mexico)
SLX,Turks And Caicos Standard Time
SLY,Ekaterinburg Standard Time
SLZ,SA Eastern Standard Time
SMA,Azores Standard Time
SMB,Magallanes Standard Time
SMD,US Eastern Standard Time
SME,Eastern Standard Time
SMF,Pacific Standard Time
SMH,West Pacific Standard Time
SMI,GTB Standard Time
SMJ,West Pacific Standard Time
SMK,Alaskan Standard Time
SML,Eastern Standard Time
SMM,Singapore Standard Time
SMN,Mountain Standard Time
SMO,Pacific Standard Time
SMP,West Pacific Standard Time
SMQ,SE Asia Standard Time
SMR,SA Pacific Standard Time
SMS,E. Africa Standard Time
SMT,Central Brazilian Standard Time
SMU,Alaskan Standard Time
SMV,W. Europe Standard Time
SMW,Morocco Standard Time
SMX,Pacific Standard Time
SMY,Greenwich Standard Time
SMZ,SA Eastern Standard Time
SNA,Pacific Standard Time
SNB,AUS Central Standard Time
SNC,SA Pacific Standard Time
SNE,Cape Verde Standard Time
SNF,Venezuela Standard Time
SNG,SA Western Standard Time
SNH,E. Australia Standard Time
SNI,Greenwich Standard Time
SNJ,Cuba Standard Time
SNK,Central Standard Time
SNL,Central Standard Time
SNM,SA Western Standard Time
SNN,GMT Standard Time
SNO,SE Asia Standard Time
SNP,Alaskan Standard Time
SNQ,Pacific Standard Time (Mexico)
SNR,Romance Standard Time
SNS,Pacific Standard Time
SNT,SA Pacific Standard Time
SNU,Cuba Standard Time
SNV,Venezuela Standard Time
SNW,Myanmar Standard Time
SNX,Iran Standard Time
SNY,Mountain Standard Time
SNZ,E. South America Standard Time
SOA,SE Asia Standard Time
SOB,Central Europe Standard Time
SOC,SE Asia Standard Time
SOD,E. South America Standard Time
SOE,W. Central Africa Standard Time
SOF,FLE Standard Time
SOG,W. Europe Standard Time
SOH,SA Pacific Standard Time
SOI,E. Australia Standard Time
SOJ,W. Europe Standard Time
SOK,South Africa Standard Time
SOL,Alaskan Standard Time
SOM,Venezuela Standard Time
SON,Central Pacific Standard Time
SOO,W. Europe Standard Time
SOP,Eastern Standard Time
SOQ,Tokyo Standard Time
SOR,Syria Standard Time
SOT,FLE Standard Time
SOU,GMT Standard Time
SOV,Alaskan Standard Time
SOW,US Mountain Standard Time
SOX,SA Pacific Standard Time
SOY,GMT Standard Time
SOZ,Romance Standard Time
SPA,Eastern Standard Time
SPB,SA Western Standard Time
SPC,GMT Standard Time
SPD,Bangladesh Standard Time
SPE,Singapore Standard Time
SPF,Mountain Standard Time
SPG,Eastern Standard Time
SPH,West Pacific Standard Time
SPI,Central Standard Time
SPJ,GTB Standard Time
SPM,W. Europe Standard Time
SPN,West Pacific Standard Time
SPP,W. Central Africa Standard Time
SPQ,Pacific Standard Time
SPR,Central America Standard Time
SPS,Central Standard Time
SPT,Singapore Standard Time
SPU,Central European Standard Time
SPV,West Pacific Standard Time
SPW,Central Standard Time
SPX,Egypt Standard Time
SPY,Greenwich Standard Time
SPZ,Central Standard Time
SQA,Pacific Standard Time
SQB,SA Pacific Standard Time
SQC,W. Australia Standard Time
SQD,China Standard Time
SQE,SA Pacific Standard Time
SQF,SA Pacific Standard Time
SQG,SE Asia Standard Time
SQH,SE Asia Standard Time
SQI,Central Standard Time
SQJ,China Standard Time
SQK,Egypt Standard Time
SQL,Pacific Standard Time
SQM,E. South America Standard Time
SQN,Tokyo Standard Time
SQO,W. Europe Standard Time
SQQ,FLE Standard Time
SQR,Singapore Standard Time
SQS,Central America Standard Time
SQT,West Pacific Standard Time
SQU,SA Pacific Standard Time
SQV,Pacific Standard Time
SQW,Romance Standard Time
SQX,E. South America Standard Time
SQY,E. South America Standard Time
SQZ,GMT Standard Time
SRA,E. South America Standard Time
SRB,SA Western Standard Time
SRD,SA Western Standard Time
SRE,SA Western Standard Time
SRG,SE Asia Standard Time
SRH,W. Central Africa Standard Time
SRJ,SA Western Standard Time
SRK,Atlantic Standard Time
SRL,Mountain Standard Time (Mexico)
SRM,E. Australia Standard Time
SRN,Tasmania Standard Time
SRO,SA Pacific Standard Time
SRP,W. Europe Standard Time
SRQ,Eastern Standard Time
SRR,E. Australia Standard Time
SRS,SA Pacific Standard Time
SRT,E. Africa Standard Time
SRV,Alaskan Standard Time
SRW,Eastern Standard Time
SRX,Libya Standard Time
SRY,Iran Standard Time
SRZ,SA Western Standard Time
SSA,Bahia Standard Time
SSB,SA Western Standard Time
SSC,Eastern Standard Time
SSE,India Standard Time
SSF,Central Standard Time
SSG,W. Central Africa Standard Time
SSH,Egypt Standard Time
SSI,Eastern Standard Time
SSJ,W. Europe Standard Time
SSK,W. Australia Standard Time
SSL,SA Pacific Standard Time
SSN,Korea Standard Time
SSO,E. South America Standard Time
SSP,E. Australia Standard Time
SSQ,Eastern Standard Time
SSR,Central Pacific Standard Time
SSS,West Pacific Standard Time
SST,Argentina Standard Time
SSW,Pacific Standard Time
SSX,South Africa Standard Time
SSY,W. Central Africa Standard Time
SSZ,E. South America Standard Time
STA,Romance Standard Time
STB,Venezuela Standard Time
STC,Central Standard Time
STD,Venezuela Standard Time
STE,Central Standard Time
STF,E. Australia Standard Time
STG,Alaskan Standard Time
STH,E. Australia Standard Time
STI,SA Western Standard Time
STJ,Central Standard Time
STK,Mountain Standard Time
STL,Central Standard Time
STM,SA Eastern Standard Time
STN,GMT Standard Time
STP,Central Standard Time
STQ,Eastern Standard Time
STR,W. Europe Standard Time
STS,Pacific Standard Time
STT,SA Western Standard Time
STU,Central America Standard Time
STV,India Standard Time
STW,Russian Standard Time
STX,SA Western Standard Time
STY,Montevideo Standard Time
STZ,Tocantins Standard Time
SUA,Eastern Standard Time
SUB,SE Asia Standard Time
SUD,Central Standard Time
SUE,Central Standard Time
SUF,W. Europe Standard Time
SUG,Singapore Standard Time
SUI,Georgian Standard Time
SUJ,GTB Standard Time
SUK,Yakutsk Standard Time
SUL,Pakistan Standard Time
SUM,Eastern Standard Time
SUN,Mountain Standard Time
SUO,Pacific Standard Time
SUP,SE Asia Standard Time
SUQ,SA Pacific Standard Time
SUR,Eastern Standard Time
SUS,Central Standard Time
SUT,E. Africa Standard Time
SUU,Pacific Standard Time
SUV,Fiji Standard Time
SUW,Central Standard Time
SUX,Central Standard Time
SUY,Yakutsk Standard Time
SVA,Alaskan Standard Time
SVB,E. Africa Standard Time
SVC,Mountain Standard Time
SVD,SA Western Standard Time
SVE,Pacific Standard Time
SVF,W. Central Africa Standard Time
SVG,W. Europe Standard Time
SVH,Eastern Standard Time
SVI,SA Pacific Standard Time
SVJ,W. Europe Standard Time
SVK,Central America Standard Time
SVL,FLE Standard Time
SVN,Eastern Standard Time
SVO,Russian Standard Time
SVP,W. Central Africa Standard Time
SVQ,Romance Standard Time
SVR,Atlantic Standard Time
SVS,Alaskan Standard Time
SVT,South Africa Standard Time
SVU,Fiji Standard Time
SVV,Venezuela Standard Time
SVW,Alaskan Standard Time
SVX,Ekaterinburg Standard Time
SVZ,SA Pacific Standard Time
SWA,China Standard Time
SWB,W. Australia Standard Time
SWC,AUS Eastern Standard Time
SWD,Alaskan Standard Time
SWE,West Pacific Standard Time
SWF,Eastern Standard Time
SWG,West Pacific Standard Time
SWH,AUS Eastern Standard Time
SWJ,Central Pacific Standard Time
SWL,Singapore Standard Time
SWO,Central Standard Time
SWP,Namibia Standard Time
SWQ,Singapore Standard Time
SWR,West Pacific Standard Time
SWS,GMT Standard Time
SWT,Tomsk Standard Time
SWU,Korea Standard Time
SWV,Magadan Standard Time
SWW,Central Standard Time
SWX,South Africa Standard Time
SWY,Singapore Standard Time
SWZ,AUS Eastern Standard Time
SXA,West Pacific Standard Time
SXB,Romance Standard Time
SXE,AUS Eastern Standard Time
SXG,South Africa Standard Time
SXH,West Pacific Standard Time
SXI,Iran Standard Time
SXJ,China Standard Time
SXK,Tokyo Standard Time
SXL,GMT Standard Time
SXM,SA Western Standard Time
SXN,South Africa Standard Time
SXO,Central Brazilian Standard Time
SXP,Alaskan Standard Time
SXQ,Alaskan Standard Time
SXR,India Standard Time
SXS,Singapore Standard Time
SXT,Singapore Standard Time
SXU,E. Africa Standard Time
SXV,India Standard Time
SXW,West Pacific Standard Time
SXX,SA Eastern Standard Time
SXY,Eastern Standard Time
SXZ,Turkey Standard Time
SYA,Aleutian Standard Time
SYB,Alaskan Standard Time
SYC,SA Pacific Standard Time
SYD,AUS Eastern Standard Time
SYE,Arab Standard Time
SYF,Pacific Standard Time
SYH,Nepal Standard Time
SYI,Central Standard Time
SYJ,Iran Standard Time
SYK,Greenwich Standard Time
SYL,Pacific Standard Time
SYM,China Standard Time
SYN,Central Standard Time
SYO,Tokyo Standard Time
SYP,SA Pacific Standard Time
SYQ,Central America Standard Time
SYR,Eastern Standard Time
SYS,Yakutsk Standard Time
SYT,Romance Standard Time
SYU,E. Australia Standard Time
SYV,Eastern Standard Time
SYW,Pakistan Standard Time
SYX,China Standard Time
SYY,GMT Standard Time
SYZ,Iran Standard Time
SZA,W. Central Africa Standard Time
SZB,Singapore Standard Time
SZE,E. Africa Standard Time
SZF,Turkey Standard Time
SZG,W. Europe Standard Time
SZH,Singapore Standard Time
SZI,Central Asia Standard Time
SZJ,Cuba Standard Time
SZK,South Africa Standard Time
SZL,Central Standard Time
SZM,Namibia Standard Time
SZN,Pacific Standard Time
SZP,Pacific Standard Time
SZR,FLE Standard Time
SZS,New Zealand Standard Time
SZV,China Standard Time
SZW,W. Europe Standard Time
SZX,China Standard Time
SZY,Central European Standard Time
SZZ,Central European Standard Time
TAB,SA Western Standard Time
TAC,Singapore Standard Time
TAD,Mountain Standard Time
TAE,Korea Standard Time
TAF,W. Central Africa Standard Time
TAG,Singapore Standard Time
TAH,Central Pacific Standard Time
TAI,Arab Standard Time
TAJ,West Pacific Standard Time
TAK,Tokyo Standard Time
TAL,Alaskan Standard Time
TAM,Central Standard Time (Mexico)
TAN,E. Australia Standard Time
TAO,China Standard Time
TAP,Central Standard Time (Mexico)
TAQ,Cen. Australia Standard Time
TAR,W. Europe Standard Time
TAS,West Asia Standard Time
TAT,Central Europe Standard Time
TAU,SA Pacific Standard Time
TAW,Montevideo Standard Time
TAX,Tokyo Standard Time
TAY,FLE Standard Time
TAZ,West Asia Standard Time
TBB,SE Asia Standard Time
TBC,Mountain Standard Time
TBE,West Pacific Standard Time
TBF,UTC+12
TBG,West Pacific Standard Time
TBH,Singapore Standard Time
TBI,Eastern Standard Time
TBJ,W. Central Africa Standard Time
TBK,AUS Central Standard Time
TBL,W. Australia Standard Time
TBM,SE Asia Standard Time
TBN,Central Standard Time
TBO,E. Africa Standard Time
TBP,SA Pacific Standard Time
TBQ,West Pacific Standard Time
TBR,Eastern Standard Time
TBS,Georgian Standard Time
TBT,SA Pacific Standard Time
TBU,Tonga Standard Time
TBV,UTC+12
TBW,Russian Standard Time
TBY,South Africa Standard Time
TBZ,Iran Standard Time
TCA,AUS Central Standard Time
TCB,Eastern Standard Time
TCC,Mountain Standard Time
TCD,SA Pacific Standard Time
TCE,GTB Standard Time
TCG,China Standard Time
TCH,W. Central Africa Standard Time
TCJ,West Pacific Standard Time
TCK,West Pacific Standard Time
TCL,Central Standard Time
TCM,Pacific Standard Time
TCN,Central Standard Time (Mexico)
TCO,SA Pacific Standard Time
TCP,Egypt Standard Time
TCQ,SA Pacific Standard Time
TCR,India Standard Time
TCS,Mountain Standard Time
TCT,Alaskan Standard Time
TCU,South Africa Standard Time
TCW,AUS Eastern Standard Time
TCX,Iran Standard Time
TCY,Namibia Standard Time
TCZ,China Standard Time
TDA,SA Pacific Standard Time
TDB,West Pacific Standard Time
TDD,SA Western Standard Time
TDG,Singapore Standard Time
TDJ,E. Africa Standard Time
TDK,Central Asia Standard Time
TDL,Argentina Standard Time
TDN,W. Australia Standard Time
TDO,Pacific Standard Time
TDP,SA Pacific Standard Time
TDR,E. Australia Standard Time
TDS,West Pacific Standard Time
TDT,South Africa Standard Time
TDV,E. Africa Standard Time
TDW,Central Standard Time
TDX,SE Asia Standard Time
TDZ,Eastern Standard Time
TEA,Central America Standard Time
TEB,Eastern Standard Time
TEC,E. South America Standard Time
TED,Romance Standard Time
TEE,W. Central Africa Standard Time
TEF,W. Australia Standard Time
TEG,Greenwich Standard Time
TEI,India Standard Time
TEK,Alaskan Standard Time
TEL,Singapore Standard Time
TEM,AUS Eastern Standard Time
TEN,China Standard Time
TEO,West Pacific Standard Time
TEP,West Pacific Standard Time
TEQ,Turkey Standard Time
TER,Azores Standard Time
TES,E. Africa Standard Time
TET,South Africa Standard Time
TEU,New Zealand Standard Time
TEV,Romance Standard Time
TEX,Mountain Standard Time
TEY,Greenwich Standard Time
TEZ,India Standard Time
TFB,West Pacific Standard Time
TFF,SA Western Standard Time
TFI,West Pacific Standard Time
TFL,E. South America Standard Time
TFM,West Pacific Standard Time
TFN,GMT Standard Time
TFS,GMT Standard Time
TFT,Pakistan Standard Time
TFU,China Standard Time
TFY,SE Asia Standard Time
TGA,Singapore Standard Time
TGC,Singapore Standard Time
TGD,Central Europe Standard Time
TGG,Singapore Standard Time
TGH,Central Pacific Standard Time
TGI,SA Pacific Standard Time
TGJ,Central Pacific Standard Time
TGK,Russian Standard Time
TGL,West Pacific Standard Time
TGM,GTB Standard Time
TGN,AUS Eastern Standard Time
TGO,China Standard Time
TGP,North Asia Standard Time
TGQ,Central Brazilian Standard Time
TGR,W. Central Africa Standard Time
TGS,South Africa Standard Time
TGT,E. Africa Standard Time
TGU,Central America Standard Time
TGV,FLE Standard Time
TGZ,Central Standard Time (Mexico)
THA,Central Standard Time
THB,South Africa Standard Time
THC,Greenwich Standard Time
THD,SE Asia Standard Time
THE,SA Eastern Standard Time
THG,E. Australia Standard Time
THH,New Zealand Standard Time
THI,Greenwich Standard Time
THK,SE Asia Standard Time
THL,Myanmar Standard Time
THM,Mountain Standard Time
THN,W. Europe Standard Time
THO,Greenwich Standard Time
THP,Mountain Standard Time
THQ,China Standard Time
THR,Iran Standard Time
THS,SE Asia Standard Time
THT,Greenwich Standard Time
THU,Atlantic Standard Time
THV,Eastern Standard Time
THW,Sri Lanka Standard Time
THX,North Asia Standard Time
THY,South Africa Standard Time
THZ,W. Central Africa Standard Time
TIA,Central Europe Standard Time
TIB,SA Pacific Standard Time
TIC,UTC+12
TID,W. Central Africa Standard Time
TIE,E. Africa Standard Time
TIF,Arab Standard Time
TIH,Hawaiian Standard Time
TII,Afghanistan Standard Time
TIJ,Pacific Standard Time
TIK,Central Standard Time
TIL,Mountain Standard Time
TIM,Tokyo Standard Time
TIN,W. Central Africa Standard Time
TIO,Myanmar Standard Time
TIP,Libya Standard Time
TIQ,West Pacific Standard Time
TIR,India Standard Time
TIU,New Zealand Standard Time
TIV,Central Europe Standard Time
TIW,Pacific Standard Time
TIX,Eastern Standard Time
TIY,Greenwich Standard Time
TIZ,West Pacific Standard Time
TJA,SA Western Standard Time
TJB,SE Asia Standard Time
TJC,SA Pacific Standard Time
TJG,Singapore Standard Time
TJH,Tokyo Standard Time
TJI,Central America Standard Time
TJK,Turkey Standard Time
TJL,Central Brazilian Standard Time
TJM,Ekaterinburg Standard Time
TJN,Hawaiian Standard Time
TJQ,SE Asia Standard Time
TJS,Singapore Standard Time
TJU,West Asia Standard Time
TJV,India Standard Time
TKA,Alaskan Standard Time
TKB,West Pacific Standard Time
TKC,W. Central Africa Standard Time
TKD,Greenwich Standard Time
TKE,Alaskan Standard Time
TKF,Pacific Standard Time
TKG,SE Asia Standard Time
TKH,SE Asia Standard Time
TKI,Alaskan Standard Time
TKJ,Alaskan Standard Time
TKK,West Pacific Standard Time
TKL,Alaskan Standard Time
TKM,Central America Standard Time
TKN,Tokyo Standard Time
TKO,South Africa Standard Time
TKP,Hawaiian Standard Time
TKQ,E. Africa Standard Time
TKR,Bangladesh Standard Time
TKS,Tokyo Standard Time
TKT,SE Asia Standard Time
TKU,FLE Standard Time
TKV,Hawaiian Standard Time
TKW,West Pacific Standard Time
TKX,Hawaiian Standard Time
TKY,W. Australia Standard Time
TKZ,New Zealand Standard Time
TLA,Alaskan Standard Time
TLB,Pakistan Standard Time
TLC,Central Standard Time (Mexico)
TLD,South Africa Standard Time
TLE,E. Africa Standard Time
TLF,Alaskan Standard Time
TLG,Central Pacific Standard Time
TLH,Eastern Standard Time
TLI,Singapore Standard Time
TLJ,Alaskan Standard Time
TLK,Yakutsk Standard Time
TLL,FLE Standard Time
TLM,W. Central Africa Standard Time
TLN,Romance Standard Time
TLO,West Pacific Standard Time
TLP,Tokyo Standard Time
TLQ,China Standard Time
TLR,Pacific Standard Time
TLS,Romance Standard Time
TLT,Alaskan Standard Time
TLU,SA Pacific Standard Time
TLV,Israel Standard Time
TLW,West Pacific Standard Time
TLX,Pacific SA Standard Time
TLY,Vladivostok Standard Time
TLZ,E. South America Standard Time
TMA,Eastern Standard Time
TMB,Eastern Standard Time
TMC,Singapore Standard Time
TMD,Greenwich Standard Time
TME,SA Pacific Standard Time
TMF,West Asia Standard Time
TMG,Singapore Standard Time
TMH,Tokyo Standard Time
TMI,Nepal Standard Time
TMJ,West Asia Standard Time
TML,Greenwich Standard Time
TMM,E. Africa Standard Time
TMN,UTC+12
TMO,Venezuela Standard Time
TMP,FLE Standard Time
TMQ,Greenwich Standard Time
TMR,W. Central Africa Standard Time
TMS,Sao Tome Standard Time
TMT,SA Eastern Standard Time
TMU,Central America Standard Time
TMW,AUS Eastern Standard Time
TMX,W. Central Africa Standard Time
TMY,Tokyo Standard Time
TMZ,New Zealand Standard Time
TNA,China Standard Time
TNB,Singapore Standard Time
TNC,Alaskan Standard Time
TND,Cuba Standard Time
TNE,Tokyo Standard Time
TNF,Romance Standard Time
TNG,Morocco Standard Time
TNH,China Standard Time
TNI,India Standard Time
TNJ,SE Asia Standard Time
TNK,Alaskan Standard Time
TNM,Magallanes Standard Time
TNN,Taipei Standard Time
TNO,Central America Standard Time
